r_M5,V_r,dV_dr,d2V_dr2
1.2937875751503007,-6.409890786903655,-0.5141282565130263,-1.75
1.2971943887775552,-6.411652481635805,-0.5200901803607216,-1.75
1.3006012024048097,-6.413434487531363,-0.526052104208417,-1.75
1.3040080160320642,-6.415236804590331,-0.5320140280561123,-1.75
1.3074148296593187,-6.4170594328127075,-0.5379759519038076,-1.75
1.3108216432865731,-6.4189023721984935,-0.543937875751503,-1.75
1.3142284569138276,-6.4207656227476875,-0.5498997995991983,-1.75
1.3176352705410823,-6.422649184460291,-0.5558617234468941,-1.75
1.3210420841683368,-6.424553057336304,-0.5618236472945894,-1.75
1.3244488977955913,-6.426477241375726,-0.5677855711422848,-1.75
1.3278557114228458,-6.428421736578556,-0.5737474949899801,-1.75
1.3312625250501005,-6.430386542944795,-0.5797094188376758,-1.75
1.334669338677355,-6.432371660474444,-0.5856713426853711,-1.75
1.3380761523046094,-6.434377089167501,-0.5916332665330665,-1.75
1.341482965931864,-6.436402829023968,-0.5975951903807618,-1.75
1.3448897795591184,-6.438448880043843,-0.6035571142284571,-1.75
1.3482965931863728,-6.440515242227128,-0.6095190380761525,-1.75
1.3517034068136273,-6.442601915573821,-0.6154809619238478,-1.75
1.3551102204408818,-6.444708900083923,-0.6214428857715432,-1.75
1.3585170340681363,-6.4468361957574345,-0.6274048096192385,-1.75
1.3619238476953908,-6.448983802594355,-0.6333667334669338,-1.75
1.3653306613226452,-6.451151720594685,-0.6393286573146292,-1.75
1.3687374749499,-6.453339949758423,-0.6452905811623248,-1.75
1.3721442885771544,-6.45554849008557,-0.6512525050100202,-1.75
1.375551102204409,-6.457777341576127,-0.6572144288577155,-1.75
1.3789579158316636,-6.4600265042300915,-0.6631763527054113,-1.75
1.382364729458918,-6.462295978047466,-0.6691382765531066,-1.75
1.3857715430861726,-6.464585763028249,-0.675100200400802,-1.75
1.389178356713427,-6.466895859172441,-0.6810621242484973,-1.75
1.3925851703406815,-6.469226266480042,-0.6870240480961927,-1.75
1.395991983967936,-6.471576984951053,-0.692985971943888,-1.75
1.3993987975951905,-6.4739480145854715,-0.6989478957915833,-1.75
1.402805611222445,-6.4763393553833,-0.7049098196392787,-1.75
1.4062124248496994,-6.4787510073445365,-0.710871743486974,-1.75
1.409619238476954,-6.481182970469183,-0.7168336673346694,-1.75
1.4130260521042084,-6.483635244757238,-0.7227955911823647,-1.75
1.416432865731463,-6.486107830208702,-0.7287575150300605,-1.75
1.4198396793587176,-6.4886007268235755,-0.7347194388777558,-1.75
1.423246492985972,-6.491113934601858,-0.7406813627254512,-1.75
1.4266533066132265,-6.493647453543548,-0.7466432865731465,-1.75
1.4300601202404812,-6.496201283648649,-0.7526052104208422,-1.75
1.4334669338677357,-6.498775424917158,-0.7585671342685375,-1.75
1.4368737474949902,-6.501369877349076,-0.7645290581162328,-1.75
1.4402805611222447,-6.503984640944402,-0.7704909819639282,-1.75
1.4436873747494992,-6.506619715703138,-0.7764529058116235,-1.75
1.4470941883767536,-6.509275101625283,-0.7824148296593189,-1.75
1.450501002004008,-6.511950798710837,-0.7883767535070142,-1.75
1.4539078156312626,-6.514646806959799,-0.7943386773547095,-1.75
1.457314629258517,-6.517363126372171,-0.8003006012024049,-1.75
1.4607214428857715,-6.520099756947952,-0.8062625250501002,-1.75
